,alpha_3,year,Value_PM,Value_MR,Value_CO2,Value_NOx,Value_SOx
446,BGD,2010,56.48803,289.306,0.3,,
447,BGD,2011,60.63896,292.59,0.4,,
448,BGD,2012,69.00421999999999,304.63,0.4,,
449,BGD,2013,66.47896999999999,331.265,0.4,,
450,BGD,2014,73.37176,363.404,0.4,,
451,BGD,2015,69.08059,375.19300000000004,0.5,,
452,BGD,2016,67.90836,383.38699999999994,0.5,,
453,BGD,2017,62.82447,405.744,0.5,,
454,BGD,2018,63.390080000000005,424.713,0.5,,
455,BGD,2019,63.54533000000001,453.833,,,
456,BLR,2000,22.062070000000002,1240.137,5.2,,
457,BLR,2005,21.14994,1354.3270000000002,5.7,,
458,BLR,2010,22.46444,1345.6760000000002,6.3,,
459,BLR,2011,19.86036,1353.001,6.0,,
460,BLR,2012,19.1637,1186.2,6.1,,
461,BLR,2013,20.06079,1132.339,6.1,,
462,BLR,2014,20.48884,1073.1589999999999,6.0,,
463,BLR,2015,18.733420000000002,1006.043,5.5,,
464,BLR,2016,16.90633,938.909,5.6,,
465,BLR,2017,16.590139999999998,900.158,5.7,,
466,BLR,2018,16.665860000000002,885.553,6.0,,
467,BLR,2019,16.57188,889.441,,,
468,BEN,2000,47.290459999999996,161.981,0.2,,
469,BEN,2005,41.22433,144.639,0.3,,
470,BEN,2010,41.207440000000005,157.084,0.5,,
471,BEN,2011,41.556309999999996,164.226,0.5,,
472,BEN,2012,43.130990000000004,176.49,0.4,,
473,BEN,2013,38.98048,187.762,0.4,,
474,BEN,2014,39.02518,194.83,0.5,,
475,BEN,2015,48.55724,199.378,0.5,,
476,BEN,2016,46.110209999999995,194.842,0.6,,
477,BEN,2017,44.61055,190.233,0.6,,
478,BEN,2018,45.71945,188.207,0.6,,
479,BEN,2019,46.23708,195.05599999999998,,,
480,BTN,2000,36.99722,151.056,,,
481,BTN,2005,40.16349,198.225,,,
482,BTN,2010,39.65957,272.882,,,
483,BTN,2011,37.99492,290.091,,,
484,BTN,2012,44.21164,309.387,,,
485,BTN,2013,42.63762,328.24699999999996,,,
486,BTN,2014,48.56215,342.167,,,
487,BTN,2015,44.49682,348.087,,,
488,BTN,2016,43.64552,340.837,,,
489,BTN,2017,40.249179999999996,333.861,,,
490,BTN,2018,40.472559999999994,339.43300000000005,,,
491,BTN,2019,40.3737,353.53,,,
492,BOL,2000,30.71828,290.20599999999996,0.8,,
493,BOL,2005,28.00027,272.653,1.0,,
494,BOL,2010,31.867340000000002,316.598,1.4,,
495,BOL,2011,28.84461,318.791,1.5,,
496,BOL,2012,28.67738,319.159,1.5,,
497,BOL,2013,26.97036,319.659,1.6,,
498,BOL,2014,28.543490000000002,318.848,1.7,,
499,BOL,2015,29.54265,318.903,1.7,,
500,BOL,2016,28.39105,322.387,1.8,,
501,BOL,2017,27.93657,327.471,1.8,,
502,BOL,2018,27.716929999999998,332.42900000000003,1.9,,
503,BOL,2019,27.487640000000003,337.477,,,
504,BIH,2000,39.22961,775.4910000000001,3.7,,
505,BIH,2005,37.02173,944.592,4.2,,
506,BIH,2010,35.46516,975.5310000000001,5.5,,
507,BIH,2011,39.36054,1004.534,6.4,,
508,BIH,2012,35.51636,1011.2769999999999,6.0,,
509,BIH,2013,33.936479999999996,1037.7930000000001,6.1,,
510,BIH,2014,32.55819,1065.579,5.5,,
511,BIH,2015,33.85689,1115.74,5.6,,
512,BIH,2016,29.59341,1080.985,6.5,,
513,BIH,2017,30.774859999999997,1062.029,6.7,,
514,BIH,2018,30.781270000000003,1080.249,6.7,,
515,BIH,2019,30.28742,1094.15,,,
516,BWA,2000,24.31484,337.76099999999997,2.5,,
517,BWA,2005,24.73976,362.852,2.4,,
518,BWA,2010,26.59719,395.369,1.6,,
519,BWA,2011,27.003120000000003,403.286,1.9,,
520,BWA,2012,27.05872,406.917,2.4,,
521,BWA,2013,26.10286,411.426,2.6,,
522,BWA,2014,25.67235,415.11699999999996,3.3,,
523,BWA,2015,26.59954,416.709,3.3,,
524,BWA,2016,25.65127,406.1,3.2,,
525,BWA,2017,25.39271,400.925,3.5,,
526,BWA,2018,25.47543,403.024,3.6,,
527,BWA,2019,25.32941,408.65,,,
528,BRA,2000,14.573070000000001,210.80900000000003,1.7,,
529,BRA,2005,14.58125,215.33599999999998,1.7,,
530,BRA,2010,14.05672,227.368,1.9,,
531,BRA,2011,14.6726,224.551,2.0,,
532,BRA,2012,13.76786,214.52599999999998,2.1,,
533,BRA,2013,13.137579999999998,205.95,2.3,,
534,BRA,2014,12.9879,197.59599999999998,2.4,,
535,BRA,2015,11.68776,195.662,2.2,,
536,BRA,2016,11.420069999999999,201.019,2.0,,
537,BRA,2017,11.66885,199.88,2.1,,
538,BRA,2018,11.63402,202.361,1.9,,
539,BRA,2019,11.665519999999999,206.572,,,
540,BRN,2000,6.4568900000000005,55.117,13.3,,
541,BRN,2005,6.716130000000001,58.416000000000004,13.2,,
542,BRN,2010,6.40296,52.025,17.6,,
543,BRN,2011,7.355689999999999,55.257,17.8,,
544,BRN,2012,7.624560000000001,62.717,17.5,,
545,BRN,2013,7.6398399999999995,72.908,17.0,,
546,BRN,2014,7.77212,81.503,16.3,,
547,BRN,2015,7.95178,86.05799999999999,14.4,,
548,BRN,2016,7.680389999999999,81.735,15.3,,
549,BRN,2017,7.380489999999999,78.109,15.8,,
550,BRN,2018,7.7198,81.723,16.7,,
551,BRN,2019,7.720289999999999,89.33200000000001,,,
552,BGR,2000,26.72158,1700.395,5.2,,
553,BGR,2005,24.47952,1550.432,6.0,,
554,BGR,2010,23.41734,1420.204,6.0,,
555,BGR,2011,26.33199,1391.52,6.7,,
556,BGR,2012,23.27254,1339.14,6.0,,
557,BGR,2013,21.802789999999998,1288.867,5.4,,
558,BGR,2014,22.24359,1304.307,5.7,,
559,BGR,2015,20.86425,1281.85,6.1,,
560,BGR,2016,19.95143,1272.353,5.7,,
561,BGR,2017,20.22277,1267.014,6.0,,
562,BGR,2018,20.21311,1289.513,5.7,,
563,BGR,2019,19.927020000000002,1296.192,,,
564,BFA,2000,54.9143,134.102,,,
565,BFA,2005,54.95081,138.716,,,
566,BFA,2010,53.99324,140.759,,,
567,BFA,2011,51.2476,145.424,,,
568,BFA,2012,54.19399,154.29,,,
569,BFA,2013,47.35318,163.707,,,
570,BFA,2014,48.42901,170.063,,,
571,BFA,2015,60.278980000000004,174.511,,,
572,BFA,2016,56.26509,169.489,,,
573,BFA,2017,53.54886,164.088,,,
574,BFA,2018,53.66526999999999,164.355,,,
575,BFA,2019,53.68486,166.317,,,
576,BDI,2000,36.18593,99.195,,,
577,BDI,2005,33.671009999999995,85.92399999999999,,,
578,BDI,2010,33.23081,83.431,,,
579,BDI,2011,35.35365,84.564,,,
580,BDI,2012,37.15903,87.814,,,
581,BDI,2013,35.1159,90.829,,,
582,BDI,2014,34.96393,91.78299999999999,,,
583,BDI,2015,35.83684,90.25200000000001,,,
584,BDI,2016,35.54883,85.068,,,
585,BDI,2017,32.89305,81.755,,,
586,BDI,2018,33.810829999999996,83.189,,,
587,BDI,2019,33.32371,84.59299999999999,,,
588,KHM,2000,27.493159999999996,150.96200000000002,0.2,,
589,KHM,2005,29.44985,169.331,0.2,,
590,KHM,2010,29.00238,192.30700000000002,0.3,,
591,KHM,2011,24.82077,193.012,0.3,,
592,KHM,2012,25.025270000000003,193.74900000000002,0.3,,
593,KHM,2013,28.13717,193.863,0.3,,
594,KHM,2014,24.31387,194.49200000000002,0.4,,
595,KHM,2015,24.11826,194.625,0.5,,
596,KHM,2016,24.88946,194.201,0.6,,
597,KHM,2017,22.08535,194.386,0.7,,
598,KHM,2018,22.33921,200.679,0.6,,
599,KHM,2019,22.13588,212.328,,,
600,CMR,2000,69.06149,298.494,0.2,,
601,CMR,2005,62.54161,310.64099999999996,0.2,,
602,CMR,2010,60.636230000000005,342.26599999999996,0.2,,
603,CMR,2011,60.061859999999996,354.654,0.2,,
604,CMR,2012,62.5594,373.11199999999997,0.2,,
605,CMR,2013,57.964969999999994,393.651,0.2,,
606,CMR,2014,57.778380000000006,405.205,0.3,,
607,CMR,2015,71.14056,402.52,0.3,,
608,CMR,2016,66.83686999999999,391.491,0.3,,
609,CMR,2017,63.752959999999995,378.30400000000003,0.2,,
610,CMR,2018,65.45743,381.533,0.2,,
611,CMR,2019,66.15428,395.81300000000005,,,
612,CAF,2000,45.65161,167.365,,,
613,CAF,2005,42.07741,155.018,,,
614,CAF,2010,44.32997,176.24,,,
615,CAF,2011,47.25884,182.56799999999998,,,
616,CAF,2012,47.62774,188.642,,,
617,CAF,2013,45.18815,196.891,,,
618,CAF,2014,42.84418,201.787,,,
619,CAF,2015,48.64444,203.352,,,
620,CAF,2016,46.040079999999996,195.585,,,
621,CAF,2017,44.87807,188.84799999999998,,,
622,CAF,2018,46.62242,189.227,,,
623,CAF,2019,46.896679999999996,195.525,,,
624,TCD,2000,60.28541,143.665,,,
625,TCD,2005,59.44174,137.029,,,
626,TCD,2010,57.8041,141.255,,,
627,TCD,2011,58.92884,144.795,,,
628,TCD,2012,60.051219999999994,151.58700000000002,,,
629,TCD,2013,55.8678,159.80100000000002,,,
630,TCD,2014,53.48884,164.575,,,
631,TCD,2015,64.13971,166.588,,,
632,TCD,2016,59.852880000000006,163.495,,,
633,TCD,2017,59.552459999999996,161.002,,,
634,TCD,2018,59.32125,161.329,,,
635,TCD,2019,59.425940000000004,163.741,,,
636,CHL,2000,22.97985,262.845,3.2,,
637,CHL,2005,21.951970000000003,257.353,3.3,7.492000000000001,17.577
638,CHL,2010,21.93499,272.026,4.0,13.382,17.773
639,CHL,2011,23.31394,274.747,4.4,14.027999999999999,18.644000000000002
640,CHL,2012,22.28727,282.67400000000004,4.4,14.741,13.662
641,CHL,2013,23.85567,292.926,4.6,12.425,12.365
642,CHL,2014,23.20259,298.17900000000003,4.2,13.11,8.324
643,CHL,2015,24.49502,301.959,4.5,10.388,8.53
644,CHL,2016,24.72874,289.159,4.7,9.986,19.032
645,CHL,2017,22.81016,288.44,4.7,9.736,16.544
646,CHL,2018,23.63918,295.228,4.6,8.032,14.317
647,CHL,2019,23.68317,307.534,4.9,,
648,CHN,2000,50.82196,629.556,2.5,,
649,CHN,2005,51.65252,745.928,4.1,,
650,CHN,2010,53.242709999999995,866.22,5.9,,
651,CHN,2011,58.41283000000001,892.585,6.4,,
652,CHN,2012,58.91645,909.475,6.5,,
653,CHN,2013,63.32051,929.437,6.8,,
654,CHN,2014,60.318580000000004,945.529,6.7,,
655,CHN,2015,56.26218000000001,953.961,6.6,,
656,CHN,2016,51.64413,956.2460000000001,6.6,,
657,CHN,2017,49.98303,950.31,6.7,,
658,CHN,2018,49.33254,962.9860000000001,6.8,,
659,CHN,2019,47.72902,993.582,,,
660,COL,2000,29.01965,240.762,1.4,,
661,COL,2005,23.96699,218.82,1.2,,
662,COL,2010,25.65682,252.28,1.3,,
663,COL,2011,26.626109999999997,243.48,1.4,,
664,COL,2012,23.988310000000002,243.328,1.4,,
665,COL,2013,24.85015,242.187,1.5,,
666,COL,2014,24.42363,240.53900000000002,1.6,,
667,COL,2015,23.45619,245.993,1.6,,
668,COL,2016,23.25429,246.62099999999998,1.6,,
669,COL,2017,22.565929999999998,247.588,1.4,,
670,COL,2018,22.63916,253.477,1.5,,
671,COL,2019,22.5254,259.564,,,
672,COG,2000,39.45371,262.103,0.2,,
673,COG,2005,37.72903,246.34400000000002,0.2,,
674,COG,2010,38.91787,273.41900000000004,0.4,,
675,COG,2011,39.49575,283.305,0.5,,
676,COG,2012,40.01911,298.942,0.5,,
677,COG,2013,41.833999999999996,313.36400000000003,0.5,,
678,COG,2014,38.82954,324.903,0.6,,
679,COG,2015,42.22145,326.647,0.7,,
680,COG,2016,40.82738,321.131,0.6,,
681,COG,2017,38.64156,317.685,0.6,,
682,COG,2018,39.682759999999995,323.157,0.5,,
683,COG,2019,39.25027,334.787,,,
684,CRI,2000,17.97431,149.659,1.1,,
685,CRI,2005,18.188029999999998,141.966,1.3,,
686,CRI,2010,18.152070000000002,159.282,1.4,,
687,CRI,2011,19.61187,155.018,1.5,,
688,CRI,2012,18.90757,157.959,1.5,,
689,CRI,2013,19.218020000000003,163.08700000000002,1.5,,
690,CRI,2014,18.30714,167.542,1.5,,
691,CRI,2015,18.58168,175.65200000000002,1.4,12.757,
692,CRI,2016,17.924889999999998,181.454,1.5,,
693,CRI,2017,17.46191,179.322,1.5,,
694,CRI,2018,17.54223,183.213,1.5,,
695,CRI,2019,17.43615,185.842,,,
696,CIV,2000,60.169619999999995,272.09,0.4,,
697,CIV,2005,57.05451,264.658,0.3,,
698,CIV,2010,51.07581,238.33,0.3,,
699,CIV,2011,56.8145,241.87,0.3,,
700,CIV,2012,57.03794,259.85,0.4,,
701,CIV,2013,49.04376,283.78700000000003,0.4,,
702,CIV,2014,48.22991,297.77099999999996,0.4,,
703,CIV,2015,63.77092,300.0,0.4,,
704,CIV,2016,61.665530000000004,276.915,0.4,,
705,CIV,2017,55.331559999999996,259.055,0.4,,
706,CIV,2018,55.897330000000004,257.848,0.4,,
707,CIV,2019,55.9251,261.468,,,
708,HRV,2000,23.34689,934.2639999999999,3.8,,
709,HRV,2005,22.79672,927.9069999999999,4.6,,
710,HRV,2010,20.82379,839.7819999999999,4.2,,
711,HRV,2011,22.8211,819.82,4.2,,
712,HRV,2012,20.22689,807.0039999999999,3.8,,
713,HRV,2013,19.69789,773.181,3.7,,
714,HRV,2014,19.26618,774.205,3.6,,
715,HRV,2015,19.63877,798.073,3.7,,
716,HRV,2016,17.48408,725.794,3.8,,
717,HRV,2017,18.076539999999998,716.27,3.9,,
718,HRV,2018,18.37508,725.3639999999999,3.7,,
719,HRV,2019,18.22689,743.796,,,
720,CUB,2000,21.00665,472.027,2.5,,
721,CUB,2005,19.31089,455.504,2.2,,
722,CUB,2010,18.27104,449.341,2.6,,
723,CUB,2011,19.13832,432.78,2.5,,
724,CUB,2012,19.28152,459.966,2.5,,
725,CUB,2013,19.4254,485.644,2.4,,
726,CUB,2014,19.80842,513.545,2.3,,
727,CUB,2015,20.30881,544.04,2.4,,
728,CUB,2016,19.59893,531.394,2.5,,
729,CUB,2017,18.60644,534.0419999999999,2.2,,
730,CUB,2018,18.4514,532.4490000000001,2.2,,
731,CUB,2019,17.95487,516.016,,,
732,CYP,2000,18.802,469.135,9.1,,
733,CYP,2005,18.2666,420.699,9.6,,
734,CYP,2010,19.1292,398.51199999999994,8.9,,
735,CYP,2011,18.8249,384.44,8.3,,
736,CYP,2012,17.0835,372.88599999999997,7.6,,
737,CYP,2013,16.5619,365.49699999999996,6.5,,
738,CYP,2014,16.6648,361.87199999999996,6.7,,
739,CYP,2015,17.407,356.43199999999996,7.0,,
740,CYP,2016,14.6237,330.881,7.4,,
741,CYP,2017,15.3562,314.829,7.5,,
742,CYP,2018,15.8137,325.263,7.3,,
743,CYP,2019,15.7934,344.973,,,
744,PRK,2000,41.29808,426.423,3.1,,
745,PRK,2005,41.44486,505.272,3.2,,
746,PRK,2010,39.386540000000004,596.867,2.0,,
747,PRK,2011,45.33044,629.712,1.4,,
748,PRK,2012,46.17635,677.5939999999999,1.5,,
749,PRK,2013,50.61102,728.31,1.0,,
750,PRK,2014,50.00248,769.135,1.1,,
751,PRK,2015,47.967940000000006,788.252,0.9,,
752,PRK,2016,43.52124,781.7280000000001,1.1,,
753,PRK,2017,43.51352,777.0210000000001,0.8,,
754,PRK,2018,45.14198,797.998,0.6,,
755,PRK,2019,45.18309,841.388,,,
756,COD,2000,39.74978,134.722,0.0,,
757,COD,2005,36.25605,104.634,0.0,,
758,COD,2010,35.72552,100.63600000000001,0.0,,
759,COD,2011,36.868390000000005,104.34299999999999,0.0,,
760,COD,2012,38.95214,113.525,0.0,,
761,COD,2013,38.16964,122.881,0.0,,
762,COD,2014,36.74487,129.418,0.1,,
763,COD,2015,40.42859,129.548,0.0,,
764,COD,2016,38.14317,124.54899999999999,0.0,,
765,COD,2017,35.84552,120.723,0.0,,
766,COD,2018,36.82314,122.94,0.0,,
767,COD,2019,36.27272,127.274,,,
768,DOM,2000,18.41314,147.94299999999998,2.1,,
769,DOM,2005,17.88051,219.372,1.9,,
770,DOM,2010,17.13981,255.542,2.0,,
771,DOM,2011,16.54403,266.475,2.0,,
772,DOM,2012,17.36776,290.926,2.0,,
773,DOM,2013,17.23382,320.236,2.0,,
774,DOM,2014,17.82735,341.111,1.9,,
775,DOM,2015,18.62817,357.522,2.1,,
776,DOM,2016,18.17853,359.95599999999996,2.2,,
777,DOM,2017,18.152620000000002,354.115,2.0,,
778,DOM,2018,18.15087,352.17400000000004,2.2,,
779,DOM,2019,18.14536,353.82,,,
780,ECU,2000,19.39343,166.065,1.4,,
781,ECU,2005,20.33098,211.17700000000002,1.7,,
782,ECU,2010,22.06176,234.40900000000002,2.1,,
783,ECU,2011,20.29435,231.407,2.1,,
784,ECU,2012,21.65051,239.75900000000001,2.2,,
785,ECU,2013,20.75471,244.83700000000002,2.3,,
786,ECU,2014,21.54693,245.33700000000002,2.3,,
787,ECU,2015,21.73624,242.40900000000002,2.3,,
788,ECU,2016,21.44482,239.755,2.2,,
789,ECU,2017,19.89895,235.611,2.0,,
790,ECU,2018,20.7159,238.583,2.1,,
791,ECU,2019,20.60601,244.05700000000002,,,
792,EGY,2000,69.84723000000001,890.2860000000001,1.5,,
793,EGY,2005,69.68061,939.763,1.9,,
794,EGY,2010,78.48821,976.455,2.1,,
795,EGY,2011,69.73873,958.2710000000001,2.2,,
796,EGY,2012,69.65333000000001,963.183,2.2,,
797,EGY,2013,74.71484,926.875,2.1,,
798,EGY,2014,72.01255,924.291,2.1,,
799,EGY,2015,73.10574,958.617,2.2,,
800,EGY,2016,66.71446,937.2610000000001,2.2,,
801,EGY,2017,66.95324000000001,905.827,2.2,,
802,EGY,2018,68.48883000000001,902.263,2.3,,
803,EGY,2019,67.91512,902.3789999999999,,,
804,SLV,2000,30.196659999999998,183.324,0.9,,
805,SLV,2005,24.87631,192.01,1.1,,
806,SLV,2010,24.311770000000003,207.546,1.0,,
807,SLV,2011,28.71104,222.96400000000003,1.0,,
808,SLV,2012,25.46469,224.165,1.0,,
809,SLV,2013,26.96585,250.984,1.0,,
810,SLV,2014,24.48574,283.871,1.0,,
811,SLV,2015,25.61375,292.013,1.0,,
812,SLV,2016,23.54934,287.376,1.1,,
813,SLV,2017,23.15157,285.397,0.9,,
814,SLV,2018,22.77792,287.91700000000003,1.0,,
815,SLV,2019,22.34945,294.57599999999996,,,
816,GNQ,2000,49.18476,213.47,,,
817,GNQ,2005,42.168820000000004,237.22,,,
818,GNQ,2010,41.57334,265.286,,,
819,GNQ,2011,43.113479999999996,284.286,,,
820,GNQ,2012,41.34775,300.094,,,
821,GNQ,2013,40.71994,306.01099999999997,,,
822,GNQ,2014,40.66992,308.982,,,
823,GNQ,2015,50.10433,310.348,,,
824,GNQ,2016,48.367940000000004,300.332,,,
825,GNQ,2017,44.57779,288.32599999999996,,,
826,GNQ,2018,46.60303,287.844,,,
827,GNQ,2019,47.03413,292.966,,,
828,ERI,2000,45.06414,307.883,0.3,,
829,ERI,2005,42.51334,303.215,0.2,,
830,ERI,2010,43.61637,305.798,0.2,,
831,ERI,2011,43.96017,309.719,0.2,,
832,ERI,2012,45.1614,315.33799999999997,0.1,,
833,ERI,2013,45.486959999999996,322.807,0.1,,
834,ERI,2014,39.91731,329.76,0.1,,
835,ERI,2015,43.64826,337.236,0.1,,
836,ERI,2016,41.96897,349.256,0.1,,
837,ERI,2017,44.34945,362.35900000000004,0.1,,
838,ERI,2018,44.13527,376.94800000000004,0.1,,
839,ERI,2019,44.779140000000005,393.585,,,
840,EST,2000,8.49868,373.85400000000004,10.3,32.339,69.405
841,EST,2005,8.37534,326.496,12.3,31.0,56.275
842,EST,2010,8.64993,249.29,13.9,32.376999999999995,62.523
843,EST,2011,7.78834,239.03099999999998,13.3,31.26,54.765
844,EST,2012,7.5244100000000005,216.174,12.4,29.081999999999997,32.419000000000004
845,EST,2013,7.58672,185.195,14.2,28.315,31.605
846,EST,2014,8.17666,163.463,13.2,28.059,35.574
847,EST,2015,6.617380000000001,138.675,11.5,24.97,27.419
848,EST,2016,6.57034,121.427,11.8,24.712,26.531999999999996
849,EST,2017,5.72617,110.93700000000001,12.1,25.32,29.288
850,EST,2018,6.0417,113.667,11.9,24.232,23.322
851,EST,2019,5.9496199999999995,120.48100000000001,8.8,,
852,ETH,2000,30.878159999999998,69.082,0.0,,
853,ETH,2005,31.51003,61.948,0.1,,
854,ETH,2010,34.010290000000005,69.21600000000001,0.1,,
855,ETH,2011,34.917429999999996,70.46300000000001,0.1,,
856,ETH,2012,35.57929,71.285,0.1,,
857,ETH,2013,35.38061,72.01,0.1,,
858,ETH,2014,33.020720000000004,73.861,0.1,,
859,ETH,2015,34.448479999999996,74.575,0.1,,
860,ETH,2016,33.66216,75.415,0.1,,
861,ETH,2017,33.97099,76.95,0.1,,
862,ETH,2018,33.89873,78.387,0.1,,
863,ETH,2019,33.83347,79.87,,,
864,FJI,2000,10.87139,245.708,,,
865,FJI,2005,10.956610000000001,268.817,,,
866,FJI,2010,10.826939999999999,291.362,,,
867,FJI,2011,10.87872,298.107,,,
868,FJI,2012,10.887739999999999,304.95099999999996,,,
869,FJI,2013,11.0207,311.494,,,
870,FJI,2014,10.62791,319.992,,,
871,FJI,2015,10.50479,328.76199999999994,,,
872,FJI,2016,10.95922,342.69199999999995,,,
873,FJI,2017,10.935989999999999,357.524,,,
874,FJI,2018,10.853710000000001,365.07800000000003,,,
875,FJI,2019,10.85933,370.588,,,
876,GAB,2000,37.85197,439.41900000000004,1.2,,
877,GAB,2005,35.14703,433.434,1.2,,
878,GAB,2010,36.03618,421.223,1.6,,
879,GAB,2011,36.73914,420.13800000000003,1.8,,
880,GAB,2012,35.47618,417.074,1.8,,
881,GAB,2013,37.69086,414.102,1.8,,
882,GAB,2014,34.52105,411.969,1.7,,
883,GAB,2015,40.57385,407.04,1.7,,
884,GAB,2016,39.694590000000005,389.903,1.7,,
885,GAB,2017,35.76827,374.45,1.2,,
886,GAB,2018,37.54874,372.736,1.2,,
887,GAB,2019,37.43801,378.259,,,
888,GMB,2000,59.49856,157.101,,,
889,GMB,2005,55.453,176.39700000000002,,,
890,GMB,2010,54.867090000000005,175.542,,,
891,GMB,2011,56.980019999999996,169.543,,,
892,GMB,2012,62.1852,176.267,,,
893,GMB,2013,51.63885,184.801,,,
894,GMB,2014,53.68586,198.957,,,
895,GMB,2015,61.84551,199.283,,,
896,GMB,2016,57.60833,206.699,,,
897,GMB,2017,61.526619999999994,214.043,,,
898,GMB,2018,58.12545,210.128,,,
899,GMB,2019,58.2145,207.22400000000002,,,
900,GEO,2000,17.743779999999997,841.561,1.1,,
901,GEO,2005,16.8434,851.995,1.0,,
902,GEO,2010,18.53592,834.035,1.3,,
903,GEO,2011,20.58995,822.572,1.6,,
904,GEO,2012,20.889210000000002,786.865,1.8,,
905,GEO,2013,20.25822,759.8589999999999,1.9,,
906,GEO,2014,19.99326,751.493,2.1,,
907,GEO,2015,19.021160000000002,755.2810000000001,2.3,,
908,GEO,2016,18.19874,780.8939999999999,2.4,,
909,GEO,2017,18.50095,782.834,2.4,,
910,GEO,2018,18.2412,780.845,2.4,,
911,GEO,2019,18.247429999999998,778.679,,,
912,GHA,2000,60.90673,292.051,0.3,,
913,GHA,2005,53.33048,312.823,0.3,,
914,GHA,2010,50.69795,335.70099999999996,0.4,,
915,GHA,2011,54.179809999999996,347.066,0.4,,
916,GHA,2012,55.11622,361.631,0.5,,
917,GHA,2013,48.30836,379.36699999999996,0.5,,
918,GHA,2014,47.446909999999995,395.843,0.5,,
919,GHA,2015,61.115030000000004,409.815,0.5,,
920,GHA,2016,60.31063,414.051,0.5,,
921,GHA,2017,56.464059999999996,416.284,0.5,,
922,GHA,2018,54.71702,410.85400000000004,0.5,,
923,GHA,2019,54.4758,412.236,,,
924,GTM,2000,36.08605,189.517,0.7,,
925,GTM,2005,29.36052,160.773,0.8,,
926,GTM,2010,28.97928,171.65900000000002,0.7,,
927,GTM,2011,32.65345,179.12,0.7,,
928,GTM,2012,30.452009999999998,187.791,0.7,,
929,GTM,2013,32.355090000000004,197.761,0.8,,
930,GTM,2014,29.58513,205.641,0.8,,
931,GTM,2015,31.11405,209.687,0.9,,
932,GTM,2016,29.31602,206.364,1.0,,
933,GTM,2017,27.991220000000002,200.482,0.9,,
934,GTM,2018,28.18948,203.58,1.0,,
935,GTM,2019,27.81365,212.392,,,
936,GIN,2000,53.30835,193.65200000000002,,,
937,GIN,2005,51.16075,193.687,,,
938,GIN,2010,51.44129,194.08599999999998,,,
939,GIN,2011,52.39549,194.935,,,
940,GIN,2012,53.228269999999995,197.28400000000002,,,
941,GIN,2013,46.33916,203.291,,,
942,GIN,2014,48.50691,207.338,,,
943,GIN,2015,56.58991999999999,209.44400000000002,,,
944,GIN,2016,53.96375,205.31400000000002,,,
945,GIN,2017,53.820840000000004,198.90099999999998,,,
946,GIN,2018,52.76226,195.753,,,
947,GIN,2019,52.82294,191.87599999999998,,,
948,GNB,2000,56.3056,189.565,,,
949,GNB,2005,52.50349,182.805,,,
950,GNB,2010,52.73469,185.165,,,
951,GNB,2011,53.882369999999995,184.63299999999998,,,
952,GNB,2012,56.80035,184.976,,,
953,GNB,2013,47.53709,189.812,,,
954,GNB,2014,49.24897,193.838,,,
955,GNB,2015,57.45475,195.36,,,
956,GNB,2016,54.11766,198.34099999999998,,,
957,GNB,2017,57.43411999999999,196.641,,,
958,GNB,2018,53.98771,189.895,,,
959,GNB,2019,54.01773000000001,184.813,,,
960,HTI,2000,19.89169,111.822,0.2,,
961,HTI,2005,18.87763,119.463,0.2,,
962,HTI,2010,18.3538,126.566,0.2,,
963,HTI,2011,18.02804,131.201,0.3,,
964,HTI,2012,18.8603,137.214,0.2,,
965,HTI,2013,19.03057,144.7,0.3,,
966,HTI,2014,19.495929999999998,151.168,0.3,,
967,HTI,2015,20.22097,154.862,0.3,,
968,HTI,2016,19.46409,155.718,0.3,,
969,HTI,2017,19.428829999999998,155.683,0.3,,
970,HTI,2018,19.44233,158.01,0.3,,
971,HTI,2019,19.322229999999998,161.80100000000002,,,
972,HND,2000,27.584690000000002,106.723,0.7,,
973,HND,2005,25.545560000000002,118.32600000000001,0.9,,
974,HND,2010,24.11093,135.773,0.9,,
975,HND,2011,28.746909999999996,149.05700000000002,1.0,,
976,HND,2012,25.5617,168.085,1.0,,
977,HND,2013,28.09273,177.514,1.0,,
978,HND,2014,25.63117,184.41400000000002,1.0,,
979,HND,2015,26.769940000000002,187.158,1.0,,
980,HND,2016,24.80745,178.813,0.9,,
981,HND,2017,22.79017,170.77700000000002,0.9,,
982,HND,2018,23.410610000000002,173.804,1.0,,
983,HND,2019,22.92625,182.946,,,
984,HKG,2000,25.4016,,6.1,,
985,HKG,2005,27.2313,,6.1,,
986,HKG,2010,25.2748,,6.0,,
987,HKG,2011,28.7823,,6.5,,
988,HKG,2012,28.1155,,6.3,,
989,HKG,2013,29.828000000000003,,6.4,,
990,HKG,2014,29.255,,6.6,,
991,HKG,2015,26.4702,,6.0,,
992,HKG,2016,25.064,,6.1,,
993,HKG,2017,24.498,,6.0,,
994,HKG,2018,24.409000000000002,,5.7,,
995,HKG,2019,23.9051,,,,
996,IND,2000,70.69254000000001,363.67199999999997,0.8,,
997,IND,2005,70.64546999999999,398.27,0.9,,
998,IND,2010,77.4766,491.914,1.3,,
999,IND,2011,80.74542,527.788,1.3,,
1000,IND,2012,87.09878,571.6669999999999,1.4,,
1001,IND,2013,90.10211,619.254,1.5,,
1002,IND,2014,95.8366,646.7090000000001,1.6,,
1003,IND,2015,88.89748,662.334,1.6,,
